"#","Код","Параметр:Код:Давление","Параметр:Код:Подсоединение","Параметр:Код:Размер шкалы","Параметр:Код:Заполнение глицерином","Параметр:Код:Поверка","Параметр:Код:Конфигурация"
,"G22-S-12M-63B-1MPa-VE","от 0 до 1МПа","M12x1.5","63мм","нет","да","<img src=assets/inventory/B.png>"
,"G22-S-12M-63B-1,6MPa-VE","от 0 до 1.6МПа","M12x1.5","63мм","нет","да","<img src=assets/inventory/B.png>"
,"G22-S-12M-63B-2,5MPa-VE","от 0 до 2.5МПа","M12x1.5","63мм","нет","да","<img src=assets/inventory/B.png>"
,"G22-S-12M-63B-4MPa-VE","от 0 до 4МПа","M12x1.5","63мм","нет","да","<img src=assets/inventory/B.png>"
,"G22-S-12M-63B-6MPa-VE","от 0 до 6МПа","M12x1.5","63мм","нет","да","<img src=assets/inventory/B.png>"
,"G22-S-12M-63B-10MPa-VE","от 0 до 10МПа","M12x1.5","63мм","нет","да","<img src=assets/inventory/B.png>"
,"G22-S-12M-63B-16MPa-VE","от 0 до 16МПа","M12x1.5","63мм","нет","да","<img src=assets/inventory/B.png>"
,"G22-S-12M-63B-25MPa-VE","от 0 до 25МПа","M12x1.5","63мм","нет","да","<img src=assets/inventory/B.png>"
,"G22-S-12M-63B-40MPa-VE","от 0 до 40МПа","M12x1.5","63мм","нет","да","<img src=assets/inventory/B.png>"
,"G22-S-12M-63B-60MPa-VE","от 0 до 60МПа","M12x1.5","63мм","нет","да","<img src=assets/inventory/B.png>"
,"G22-S-12M-63B-100MPa-VE","от 0 до 100МПа","M12x1.5","63мм","нет","да","<img src=assets/inventory/B.png>"
,"G22-S-4G-63F-60kPa-VE","от 0 до 60кПа","G 1/4","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-4G-63F-100kPa-VE","от 0 до 100кПа","G 1/4","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-4G-63F-160kPa-VE","от 0 до 160кПа","G 1/4","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-4G-63F-250kPa-VE","от 0 до 250кПа","G 1/4","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-4G-63F-400kPa-VE","от 0 до 400кПа","G 1/4","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-4G-63F-600kPa-VE","от 0 до 600кПа","G 1/4","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-4G-63F-1MPa-VE","от 0 до 1МПа","G 1/4","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-4G-63F-1,6MPa-VE","от 0 до 1.6МПа","G 1/4","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-4G-63F-2,5MPa-VE","от 0 до 2.5МПа","G 1/4","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-4G-63F-4MPa-VE","от 0 до 4МПа","G 1/4","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-4G-63F-6MPa-VE","от 0 до 6МПа","G 1/4","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-4G-63F-10MPa-VE","от 0 до 10МПа","G 1/4","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-4G-63F-16MPa-VE","от 0 до 16МПа","G 1/4","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-4G-63F-25MPa-VE","от 0 до 25МПа","G 1/4","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-4G-63F-40MPa-VE","от 0 до 40МПа","G 1/4","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-4G-63F-60MPa-VE","от 0 до 60МПа","G 1/4","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-4G-63F-100MPa-VE","от 0 до 100МПа","G 1/4","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-4N-63F-60kPa-VE","от 0 до 60кПа","NPT 1/4","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-4N-63F-100kPa-VE","от 0 до 100кПа","NPT 1/4","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-4N-63F-160kPa-VE","от 0 до 160кПа","NPT 1/4","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-4N-63F-250kPa-VE","от 0 до 250кПа","NPT 1/4","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-4N-63F-400kPa-VE","от 0 до 400кПа","NPT 1/4","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-4N-63F-600kPa-VE","от 0 до 600кПа","NPT 1/4","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-4N-63F-1MPa-VE","от 0 до 1МПа","NPT 1/4","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-4N-63F-1,6MPa-VE","от 0 до 1.6МПа","NPT 1/4","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-4N-63F-2,5MPa-VE","от 0 до 2.5МПа","NPT 1/4","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-4N-63F-4MPa-VE","от 0 до 4МПа","NPT 1/4","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-4N-63F-6MPa-VE","от 0 до 6МПа","NPT 1/4","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-4N-63F-10MPa-VE","от 0 до 10МПа","NPT 1/4","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-4N-63F-16MPa-VE","от 0 до 16МПа","NPT 1/4","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-4N-63F-25MPa-VE","от 0 до 25МПа","NPT 1/4","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-4N-63F-40MPa-VE","от 0 до 40МПа","NPT 1/4","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-4N-63F-60MPa-VE","от 0 до 60МПа","NPT 1/4","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-4N-63F-100MPa-VE","от 0 до 100МПа","NPT 1/4","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-12M-63F-60kPa-VE","от 0 до 60кПа","M12x1.5","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-12M-63F-100kPa-VE","от 0 до 100кПа","M12x1.5","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-12M-63F-160kPa-VE","от 0 до 160кПа","M12x1.5","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-12M-63F-250kPa-VE","от 0 до 250кПа","M12x1.5","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-12M-63F-400kPa-VE","от 0 до 400кПа","M12x1.5","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-12M-63F-600kPa-VE","от 0 до 600кПа","M12x1.5","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-12M-63F-1MPa-VE","от 0 до 1МПа","M12x1.5","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-12M-63F-1,6MPa-VE","от 0 до 1.6МПа","M12x1.5","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-12M-63F-2,5MPa-VE","от 0 до 2.5МПа","M12x1.5","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-12M-63F-4MPa-VE","от 0 до 4МПа","M12x1.5","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-12M-63F-6MPa-VE","от 0 до 6МПа","M12x1.5","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-12M-63F-10MPa-VE","от 0 до 10МПа","M12x1.5","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-12M-63F-16MPa-VE","от 0 до 16МПа","M12x1.5","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-12M-63F-25MPa-VE","от 0 до 25МПа","M12x1.5","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-12M-63F-40MPa-VE","от 0 до 40МПа","M12x1.5","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-12M-63F-60MPa-VE","от 0 до 60МПа","M12x1.5","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-12M-63F-100MPa-VE","от 0 до 100МПа","M12x1.5","63мм","нет","да","<img src=assets/inventory/F.png>"
,"G22-S-8G-100A-60kPa-VE","от 0 до 60кПа","G 1/2","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8G-100A-100kPa-VE","от 0 до 100кПа","G 1/2","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8G-100A-160kPa-VE","от 0 до 160кПа","G 1/2","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8G-100A-250kPa-VE","от 0 до 250кПа","G 1/2","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8G-100A-400kPa-VE","от 0 до 400кПа","G 1/2","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8G-100A-600kPa-VE","от 0 до 600кПа","G 1/2","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8G-100A-1MPa-VE","от 0 до 1МПа","G 1/2","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8G-100A-1,6MPa-VE","от 0 до 1.6МПа","G 1/2","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8G-100A-2,5MPa-VE","от 0 до 2.5МПа","G 1/2","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8G-100A-4MPa-VE","от 0 до 4МПа","G 1/2","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8G-100A-6MPa-VE","от 0 до 6МПа","G 1/2","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8G-100A-10MPa-VE","от 0 до 10МПа","G 1/2","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8G-100A-16MPa-VE","от 0 до 16МПа","G 1/2","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8G-100A-25MPa-VE","от 0 до 25МПа","G 1/2","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8G-100A-40MPa-VE","от 0 до 40МПа","G 1/2","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8G-100A-60MPa-VE","от 0 до 60МПа","G 1/2","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8G-100A-100MPa-VE","от 0 до 100МПа","G 1/2","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8N-100A-60kPa-VE","от 0 до 60кПа","NPT 1/2","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8N-100A-100kPa-VE","от 0 до 100кПа","NPT 1/2","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8N-100A-160kPa-VE","от 0 до 160кПа","NPT 1/2","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8N-100A-250kPa-VE","от 0 до 250кПа","NPT 1/2","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8N-100A-400kPa-VE","от 0 до 400кПа","NPT 1/2","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8N-100A-600kPa-VE","от 0 до 600кПа","NPT 1/2","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8N-100A-1MPa-VE","от 0 до 1МПа","NPT 1/2","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8N-100A-1,6MPa-VE","от 0 до 1.6МПа","NPT 1/2","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8N-100A-2,5MPa-VE","от 0 до 2.5МПа","NPT 1/2","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8N-100A-4MPa-VE","от 0 до 4МПа","NPT 1/2","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8N-100A-6MPa-VE","от 0 до 6МПа","NPT 1/2","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8N-100A-10MPa-VE","от 0 до 10МПа","NPT 1/2","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8N-100A-16MPa-VE","от 0 до 16МПа","NPT 1/2","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8N-100A-25MPa-VE","от 0 до 25МПа","NPT 1/2","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8N-100A-40MPa-VE","от 0 до 40МПа","NPT 1/2","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8N-100A-60MPa-VE","от 0 до 60МПа","NPT 1/2","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8N-100A-100MPa-VE","от 0 до 100МПа","NPT 1/2","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-20M-100A-60kPa-VE","от 0 до 60кПа","M20x1.5","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-20M-100A-100kPa-VE","от 0 до 100кПа","M20x1.5","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-20M-100A-160kPa-VE","от 0 до 160кПа","M20x1.5","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-20M-100A-250kPa-VE","от 0 до 250кПа","M20x1.5","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-20M-100A-400kPa-VE","от 0 до 400кПа","M20x1.5","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-20M-100A-600kPa-VE","от 0 до 600кПа","M20x1.5","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-20M-100A-1MPa-VE","от 0 до 1МПа","M20x1.5","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-20M-100A-1,6MPa-VE","от 0 до 1.6МПа","M20x1.5","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-20M-100A-2,5MPa-VE","от 0 до 2.5МПа","M20x1.5","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-20M-100A-4MPa-VE","от 0 до 4МПа","M20x1.5","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-20M-100A-6MPa-VE","от 0 до 6МПа","M20x1.5","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-20M-100A-10MPa-VE","от 0 до 10МПа","M20x1.5","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-20M-100A-16MPa-VE","от 0 до 16МПа","M20x1.5","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-20M-100A-25MPa-VE","от 0 до 25МПа","M20x1.5","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-20M-100A-40MPa-VE","от 0 до 40МПа","M20x1.5","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-20M-100A-60MPa-VE","от 0 до 60МПа","M20x1.5","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-20M-100A-100MPa-VE","от 0 до 100МПа","M20x1.5","100мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8G-150A-60kPa-VE","от 0 до 60кПа","G 1/2","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8G-150A-100kPa-VE","от 0 до 100кПа","G 1/2","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8G-150A-160kPa-VE","от 0 до 160кПа","G 1/2","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8G-150A-250kPa-VE","от 0 до 250кПа","G 1/2","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8G-150A-400kPa-VE","от 0 до 400кПа","G 1/2","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8G-150A-600kPa-VE","от 0 до 600кПа","G 1/2","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8G-150A-1MPa-VE","от 0 до 1МПа","G 1/2","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8G-150A-1,6MPa-VE","от 0 до 1.6МПа","G 1/2","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8G-150A-2,5MPa-VE","от 0 до 2.5МПа","G 1/2","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8G-150A-4MPa-VE","от 0 до 4МПа","G 1/2","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8G-150A-6MPa-VE","от 0 до 6МПа","G 1/2","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8G-150A-10MPa-VE","от 0 до 10МПа","G 1/2","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8G-150A-16MPa-VE","от 0 до 16МПа","G 1/2","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8G-150A-25MPa-VE","от 0 до 25МПа","G 1/2","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8G-150A-40MPa-VE","от 0 до 40МПа","G 1/2","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8G-150A-60MPa-VE","от 0 до 60МПа","G 1/2","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8G-150A-100MPa-VE","от 0 до 100МПа","G 1/2","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8N-150A-60kPa-VE","от 0 до 60кПа","NPT 1/2","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8N-150A-100kPa-VE","от 0 до 100кПа","NPT 1/2","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8N-150A-160kPa-VE","от 0 до 160кПа","NPT 1/2","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8N-150A-250kPa-VE","от 0 до 250кПа","NPT 1/2","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8N-150A-400kPa-VE","от 0 до 400кПа","NPT 1/2","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8N-150A-600kPa-VE","от 0 до 600кПа","NPT 1/2","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8N-150A-1MPa-VE","от 0 до 1МПа","NPT 1/2","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8N-150A-1,6MPa-VE","от 0 до 1.6МПа","NPT 1/2","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8N-150A-2,5MPa-VE","от 0 до 2.5МПа","NPT 1/2","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8N-150A-4MPa-VE","от 0 до 4МПа","NPT 1/2","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8N-150A-6MPa-VE","от 0 до 6МПа","NPT 1/2","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8N-150A-10MPa-VE","от 0 до 10МПа","NPT 1/2","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8N-150A-16MPa-VE","от 0 до 16МПа","NPT 1/2","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8N-150A-25MPa-VE","от 0 до 25МПа","NPT 1/2","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8N-150A-40MPa-VE","от 0 до 40МПа","NPT 1/2","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8N-150A-60MPa-VE","от 0 до 60МПа","NPT 1/2","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-8N-150A-100MPa-VE","от 0 до 100МПа","NPT 1/2","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-20M-150A-60kPa-VE","от 0 до 60кПа","M20x1.5","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-20M-150A-100kPa-VE","от 0 до 100кПа","M20x1.5","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-20M-150A-160kPa-VE","от 0 до 160кПа","M20x1.5","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-20M-150A-250kPa-VE","от 0 до 250кПа","M20x1.5","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-20M-150A-400kPa-VE","от 0 до 400кПа","M20x1.5","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-20M-150A-600kPa-VE","от 0 до 600кПа","M20x1.5","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-20M-150A-1MPa-VE","от 0 до 1МПа","M20x1.5","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-20M-150A-1,6MPa-VE","от 0 до 1.6МПа","M20x1.5","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-20M-150A-2,5MPa-VE","от 0 до 2.5МПа","M20x1.5","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-20M-150A-4MPa-VE","от 0 до 4МПа","M20x1.5","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-20M-150A-6MPa-VE","от 0 до 6МПа","M20x1.5","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-20M-150A-10MPa-VE","от 0 до 10МПа","M20x1.5","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-20M-150A-16MPa-VE","от 0 до 16МПа","M20x1.5","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-20M-150A-25MPa-VE","от 0 до 25МПа","M20x1.5","150мм","нет","да","<img src=assets/inventory/A.png>"
,"G22-S-20M-150A-40MPa-VE","от 0 до 40МПа","M20x1.5","150мм","нет","да","<img src=assets/inventory/A.png>"
